"범죄별","범행연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"기타음란행위","19세","범죄자 연령[명]","명","17","23","25","23","27","17","18",
"기타음란행위","20세","범죄자 연령[명]","명","15","24","23","12","20","28","27",
"기타음란행위","21세","범죄자 연령[명]","명","11","15","32","22","32","21","33",
"기타음란행위","22세","범죄자 연령[명]","명","22","25","30","31","32","28","28",
"기타음란행위","23세","범죄자 연령[명]","명","23","20","33","32","52","45","39",
"기타음란행위","24세","범죄자 연령[명]","명","33","32","52","43","31","30","28",
"기타음란행위","25세","범죄자 연령[명]","명","38","40","49","41","50","51","35",
"기타음란행위","26~30세","범죄자 연령[명]","명","176","210","246","205","240","255","226",
"기타음란행위","31~35세","범죄자 연령[명]","명","225","227","298","196","223","191","166",
"기타음란행위","36~40세","범죄자 연령[명]","명","152","232","271","229","241","233","203",
"기타음란행위","41~45세","범죄자 연령[명]","명","237","265","275","197","227","210","183",
"기타음란행위","46~50세","범죄자 연령[명]","명","190","250","315","244","284","237","195",
"기타음란행위","51~55세","범죄자 연령[명]","명","174","214","271","224","230","192","213",
"기타음란행위","56~60세","범죄자 연령[명]","명","121","168","230","200","209","176","170",
"기타음란행위","61~70세","범죄자 연령[명]","명","99","116","190","189","218","193","216",
"기타음란행위","71세이상","범죄자 연령[명]","명","38","45","73","78","113","108","131",
"과실범죄","계","범죄자 연령[명]","명","8962","9358","10184","10488","11169","10987","9522",
"과실범죄","14세미만","범죄자 연령[명]","명","2","1","","","","","",
"과실범죄","14세","범죄자 연령[명]","명","-","23","25","31","25","18","25",
"과실범죄","15세","범죄자 연령[명]","명","32","36","26","24","28","33","24",
"과실범죄","16세","범죄자 연령[명]","명","29","28","25","29","33","25","24",
"과실범죄","17세","범죄자 연령[명]","명","18","21","40","31","20","19","29",
"과실범죄","18세","범죄자 연령[명]","명","30","38","36","42","25","34","30",
"과실범죄","19세","범죄자 연령[명]","명","37","47","54","49","67","38","36",
"과실범죄","20세","범죄자 연령[명]","명","31","49","55","59","43","44","28",
"과실범죄","21세","범죄자 연령[명]","명","30","47","68","46","64","48","32",
"과실범죄","22세","범죄자 연령[명]","명","52","71","68","86","75","73","56",
"과실범죄","23세","범죄자 연령[명]","명","75","60","75","78","82","98","64",
"과실범죄","24세","범죄자 연령[명]","명","69","80","75","99","109","108","73",
"과실범죄","25세","범죄자 연령[명]","명","74","67","90","108","121","109","89",
"과실범죄","26~30세","범죄자 연령[명]","명","424","393","441","513","548","626","519",
"과실범죄","31~35세","범죄자 연령[명]","명","637","610","639","597","570","620","533",
"과실범죄","36~40세","범죄자 연령[명]","명","894","804","848","883","1038","935","709",
"과실범죄","41~45세","범죄자 연령[명]","명","1208","1206","1237","1134","1143","1021","870",
"과실범죄","46~50세","범죄자 연령[명]","명","1403","1477","1593","1555","1588","1524","1273",
"과실범죄","51~55세","범죄자 연령[명]","명","1481","1595","1586","1697","1654","1712","1481",
"과실범죄","56~60세","범죄자 연령[명]","명","1030","1173","1343","1436","1570","1618","1430",
"과실범죄","61~70세","범죄자 연령[명]","명","863","977","1175","1307","1553","1513","1568",
"과실범죄","71세이상","범죄자 연령[명]","명","333","357","469","464","562","544","464",
"과실치사상","계","범죄자 연령[명]","명","2182","2337","2666","2884","3216","2891","2523",
"과실치사상","14세미만","범죄자 연령[명]","명","2","1","","","","","",
"과실치사상","14세","범죄자 연령[명]","명","-","7","6","13","5","4","10",
"과실치사상","15세","범죄자 연령[명]","명","12","18","15","6","12","17","9",
"과실치사상","16세","범죄자 연령[명]","명","16","12","13","13","15","10","9",
"과실치사상","17세","범죄자 연령[명]","명","8","12","15","13","8","13","14",
"과실치사상","18세","범죄자 연령[명]","명","16","20","21","24","18","14","17",
"과실치사상","19세","범죄자 연령[명]","명","21","29","38","29","41","22","19",
"과실치사상","20세","범죄자 연령[명]","명","16","24","29","31","25","14","14",
"과실치사상","21세","범죄자 연령[명]","명","12","29","40","23","30","26","12",
"과실치사상","22세","범죄자 연령[명]","명","31","44","39","47","48","35","27",
"과실치사상","23세","범죄자 연령[명]","명","31","30","30","41","37","39","25",
"과실치사상","24세","범죄자 연령[명]","명","32","40","33","47","51","38","27",
"과실치사상","25세","범죄자 연령[명]","명","31","24","32","51","54","35","34",
"과실치사상","26~30세","범죄자 연령[명]","명","145","150","162","186","200","205","168",
"과실치사상","31~35세","범죄자 연령[명]","명","168","157","181","164","184","155","137",
"과실치사상","36~40세","범죄자 연령[명]","명","174","158","203","208","246","235","154",
"과실치사상","41~45세","범죄자 연령[명]","명","225","202","263","255","274","196","167",
"과실치사상","46~50세","범죄자 연령[명]","명","268","293","286","326","384","300","261",
"과실치사상","51~55세","범죄자 연령[명]","명","319","381","330","355","366","370","327",
"과실치사상","56~60세","범죄자 연령[명]","명","246","251","334","380","399","402","360",
"과실치사상","61~70세","범죄자 연령[명]","명","231","249","354","404","490","466","462",
"과실치사상","71세이상","범죄자 연령[명]","명","117","152","180","199","263","262","225",
"업무상과실치사상","계","범죄자 연령[명]","명","4975","5160","5441","5588","5845","5966","5147",
"업무상과실치사상","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"업무상과실치사상","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"업무상과실치사상","15세","범죄자 연령[명]","명","1","-","","1","-","2","-",
"업무상과실치사상","16세","범죄자 연령[명]","명","2","1","1","-","1","1","-",
"업무상과실치사상","17세","범죄자 연령[명]","명","-","1","3","4","1","-","1",
"업무상과실치사상","18세","범죄자 연령[명]","명","2","5","5","2","2","2","-",
"업무상과실치사상","19세","범죄자 연령[명]","명","5","8","5","4","8","4","2",
"업무상과실치사상","20세","범죄자 연령[명]","명","8","7","9","9","2","9","3",
"업무상과실치사상","21세","범죄자 연령[명]","명","10","6","16","11","16","4","10",
"업무상과실치사상","22세","범죄자 연령[명]","명","9","15","17","18","8","10","4",
"업무상과실치사상","23세","범죄자 연령[명]","명","21","14","16","16","21","30","17",
"업무상과실치사상","24세","범죄자 연령[명]","명","24","22","16","31","23","29","22",
"업무상과실치사상","25세","범죄자 연령[명]","명","28","26","37","38","34","37","29",
"업무상과실치사상","26~30세","범죄자 연령[명]","명","188","167","172","221","231","250","214",
"업무상과실치사상","31~35세","범죄자 연령[명]","명","347","333","338","308","286","323","267",
"업무상과실치사상","36~40세","범죄자 연령[명]","명","580","501","492","520","631","534","431",
"업무상과실치사상","41~45세","범죄자 연령[명]","명","788","782","770","722","691","645","570",
"업무상과실치사상","46~50세","범죄자 연령[명]","명","874","955","1052","966","937","995","812",
"업무상과실치사상","51~55세","범죄자 연령[명]","명","883","933","977","1074","1037","1081","917",
"업무상과실치사상","56~60세","범죄자 연령[명]","명","599","679","744","797","872","950","835",
"업무상과실치사상","61~70세","범죄자 연령[명]","명","393","497","534","609","758","757","796",
"업무상과실치사상","71세이상","범죄자 연령[명]","명","85","69","88","90","107","113","97",
"실화","계","범죄자 연령[명]","명","1805","1861","2077","2016","2108","2130","1852",
"실화","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"실화","14세","범죄자 연령[명]","명","-","16","19","18","20","14","15",
"실화","15세","범죄자 연령[명]","명","19","18","11","17","16","14","15",
"실화","16세","범죄자 연령[명]","명","11","15","11","16","17","14","15",
"실화","17세","범죄자 연령[명]","명","10","8","22","14","11","6","14",
"실화","18세","범죄자 연령[명]","명","12","13","10","16","5","18","13",
"실화","19세","범죄자 연령[명]","명","11","10","11","16","18","12","15",
"실화","20세","범죄자 연령[명]","명","7","18","17","19","16","21","11",
"실화","21세","범죄자 연령[명]","명","8","12","12","12","18","18","10",
"실화","22세","범죄자 연령[명]","명","12","12","12","21","19","28","25",
"실화","23세","범죄자 연령[명]","명","23","16","29","21","24","29","22",
"실화","24세","범죄자 연령[명]","명","13","18","26","21","35","41","24",
"실화","25세","범죄자 연령[명]","명","15","17","21","19","33","37","26",
"실화","26~30세","범죄자 연령[명]","명","91","76","107","106","117","171","137",
"실화","31~35세","범죄자 연령[명]","명","122","120","120","125","100","142","129",
"실화","36~40세","범죄자 연령[명]","명","140","145","153","155","161","166","124",
"실화","41~45세","범죄자 연령[명]","명","195","222","204","157","178","180","133",
"실화","46~50세","범죄자 연령[명]","명","261","229","255","263","267","229","200",
"실화","51~55세","범죄자 연령[명]","명","279","281","279","268","251","261","237",
"실화","56~60세","범죄자 연령[명]","명","185","243","265","259","299","266","235",
"실화","61~70세","범죄자 연령[명]","명","239","231","287","294","305","290","310",
"실화","71세이상","범죄자 연령[명]","명","131","136","201","175","192","169","142",
"기타형법범죄","계","범죄자 연령[명]","명","118834","122536","115810","121287","125488","121920","100017",
"기타형법범죄","14세미만","범죄자 연령[명]","명","9","25","4","","","","",
"기타형법범죄","14세","범죄자 연령[명]","명","1","229","184","275","351","347","325",
"기타형법범죄","15세","범죄자 연령[명]","명","442","380","325","417","453","502","442",
"기타형법범죄","16세","범죄자 연령[명]","명","565","506","513","474","519","595","510",
"기타형법범죄","17세","범죄자 연령[명]","명","691","707","639","641","565","500","525",
"기타형법범죄","18세","범죄자 연령[명]","명","908","889","916","756","840","708","594",
"기타형법범죄","19세","범죄자 연령[명]","명","1145","1076","1037","901","1042","896","681",
"기타형법범죄","20세","범죄자 연령[명]","명","910","935","966","852","973","917","737",
"기타형법범죄","21세","범죄자 연령[명]","명","842","907","983","886","1004","959","842",
"기타형법범죄","22세","범죄자 연령[명]","명","1056","1114","1056","1131","1167","1090","881",
"기타형법범죄","23세","범죄자 연령[명]","명","1194","1275","1218","1205","1265","1224","1074",
"기타형법범죄","24세","범죄자 연령[명]","명","1171","1233","1296","1261","1419","1345","1198",
"기타형법범죄","25세","범죄자 연령[명]","명","1132","1238","1323","1327","1426","1411","1262",
"기타형법범죄","26~30세","범죄자 연령[명]","명","6121","6221","6131","6363","7156","7367","6689",
"기타형법범죄","31~35세","범죄자 연령[명]","명","9392","8979","8112","7874","7590","7281","6233",
"기타형법범죄","36~40세","범죄자 연령[명]","명","10324","10661","10158","10654","11156","10313","8243",
"기타형법범죄","41~45세","범죄자 연령[명]","명","15000","14225","12464","12294","12464","11265","9335",
"기타형법범죄","46~50세","범죄자 연령[명]","명","17190","17323","15836","16085","16565","14984","11731",
"기타형법범죄","51~55세","범죄자 연령[명]","명","17262","17625","15967","16202","16690","15999","12614",
"기타형법범죄","56~60세","범죄자 연령[명]","명","12194","13672","13934","15125","16484","15254","12160",
"기타형법범죄","61~70세","범죄자 연령[명]","명","10119","11431","12026","13456","15814","16187","14404",
